booking id,booking_date_time,gender,month,day_of_week,time_of_day,distance_travelled,time_taken,reason,toll,category,commission_base_cost,driver_base_cost,total_tax,total_trip_cost,ratings
1930091125,43260.01875,Female,June,Sat,0.01875,5,5,Late Night Ride,0,Mini,25.09,100.37,9.54,135,4
1781268625,43222.9708333333,Male,May,Wed,0.970833333333333,9,35,Office to/from Home,0,Mini,37.55,150.18,14.27,202,2
1721242776,43208.8909722222,Female,April,Wed,0.890972222222222,3,35,Office to/from Home,0,Micro,24.58,98.32,9.34,132,4
1982724949,43272.8972222222,Male,June,Thu,0.897222222222222,13,49,Office to/from Home,0,Micro,105.58,422.3,40.12,568,4
1679361943,43196.9083333333,Male,April,Fri,0.908333333333333,18,55,Late Night Ride,0,Micro,66.33,265.31,25.21,356.85,2
1860640104,43241.9902777778,Female,May,Mon,0.990277777777778,2,3,Office to/from Home,0,Mini,17.8,71.2,6.76,96,3
1773360894,43220.9145833333,Female,April,Mon,0.914583333333333,7,48,Office to/from Home,0,Mini,43.51,174.03,16.53,234,5
1983024895,43273.0270833333,Male,June,Fri,0.0270833333333333,6,7,Office to/from Home,0,Micro,19.33,77.32,7.35,104,5
1833938658,43235.08125,Female,May,Tue,0.08125,5,5,Office to/from Home,0,Micro,18.77,75.1,7.14,101,5
1587305969,43168.0118055556,Female,March,Fri,0.0118055555555556,7,17,Office to/from Home,0,Prime,29.08,116.32,11.06,156.46,5
1669942055,43194.0375,Male,April,Wed,0.0375,8,28,Office to/from Home,0,Mini,32.72,130.88,12.43,176.03,2
1409136629,43110.9951388889,Male,January,Wed,0.995138888888889,8,34,Office to/from Home,0,Prime,40.54,162.16,15.41,218,5
1837742339,43235.9527777778,Female,May,Tue,0.952777777777778,10,28,Office to/from Home,0,Prime,43,172,16.34,231,3
1675937321,43195.9597222222,Female,April,Thu,0.959722222222222,5,20,Office to/from Home,0,Micro,22.87,91.5,8.7,123.07,5
1469424954,43131.0465277778,Female,January,Wed,0.0465277777777778,7,18,Office to/from Home,0,Mini,29.21,116.85,11.1,157,2
1445767958,43123.0458333333,Female,January,Tue,0.0458333333333333,3,4,Office to/from Home,0,Micro,15.58,62.32,5.92,84,1
1590546645,43169.0527777778,Female,March,Sat,0.0527777777777778,1,2,Office to/from Home,0,Mini,15.8,63.2,6,85,4
1814297596,43231.0291666667,Female,May,Fri,0.0291666666666667,4,5,Office to/from Home,0,Prime,24.49,97.96,9.31,132,2
1730884576,43210.9305555556,Male,April,Fri,0.930555555555556,7,33,Office to/from Home,0,Mini,37.55,150.18,14.27,202,3
1649392060,43187.75625,Male,March,Wed,0.75625,14,66,Customer/Partner Visit,0,Mini,50.56,202.23,19.21,272,3
1863673452,43242.9236111111,Male,May,Tue,0.923611111111111,3,7,Office to/from Home,0,Micro,21.56,86.25,8.19,116,5
1496782017,43140.0027777778,Male,February,Fri,0.00277777777777778,11,27,Airport/Station Ride,0,Micro,31.78,227.12,17.08,276,5
1403648249,43108.9270833333,Male,January,Mon,0.927083333333333,6,29,Office to/from Home,0,Mini,29.66,118.65,11.27,160,4
1890250664,43250.0256944444,Female,May,Wed,0.0256944444444444,12,30,Office to/from Home,0,Mini,39.41,157.62,14.97,212,1
1650224428,43187.9013888889,Male,March,Wed,0.901388888888889,3,23,Office to/from Home,0,Micro,28.52,114.06,10.84,153.42,5
1714125045,43207.1763888889,Male,April,Tue,0.176388888888889,5,5,Office to/from Home,0,Micro,17.1,68.4,6.5,92,5
1867005340,43243.9,Female,May,Wed,0.9,6,38,Office to/from Home,0,Prime,37.36,149.44,14.19,201,5
1577951048,43164.9361111111,Male,March,Mon,0.936111111111111,20,52,Office to/from Home,0,Micro,49.6,198.4,18.85,266.85,2
1755865122,43217.0069444444,Male,April,Fri,0.00694444444444444,2,3,Late Night Ride,0,Mini,18.08,72.33,6.87,97,5
1717752831,43208.2875,Female,April,Wed,0.2875,63,104,Office Event,35,Mini,197.55,825.22,76.82,1100,3
1562310275,43160.1104166667,Female,March,Thu,0.110416666666667,2,12,Office to/from Home,0,Micro,15.88,63.52,6.04,85.44,2
1409159747,43111.0159722222,Female,January,Thu,0.0159722222222222,14,35,Office to/from Home,0,Micro,36.82,147.28,13.99,198,3
1660052303,43190.9263888889,Female,March,Sat,0.926388888888889,20,57,Other,0,Prime Play,106.68,310.6,34.74,452.02,3
1599969339,43171.9722222222,Female,March,Mon,0.972222222222222,6,6,Late Night Ride,0,Prime,25.65,102.6,9.75,138,4
1894033926,43250.9708333333,Male,May,Wed,0.970833333333333,2,3,Office to/from Home,0,Mini,17.96,71.84,6.82,97,3
1886981618,43249.1479166667,Female,May,Tue,0.147916666666667,31,50,Office to/from Home,70,Micro,74.48,367.92,31.81,474,4
1897451181,43251.9055555556,Male,May,Thu,0.905555555555556,22,48,Office to/from Home,0,Micro,81.84,327.36,31.1,440,4
1727502316,43210.5229166667,Male,April,Fri,0.522916666666667,61,128,Office Event,140,Prime Rentals,293.48,1313.92,118.52,1726,3
1451629584,43124.9555555556,Female,January,Wed,0.955555555555556,3,3,Office to/from Home,0,Micro,13.9,55.6,5.28,75,2
1999319236,43277.0666666667,Female,June,Tue,0.0666666666666667,4,15,Office to/from Home,0,Mini,24.41,97.66,9.28,131,5
1395227773,43105.9861111111,Female,January,Fri,0.986111111111111,19,54,Office to/from Home,35,Mini,55.49,256.95,22.84,335,1
1974870947,43270.8930555556,Female,June,Tue,0.893055555555556,5,42,Office to/from Home,0,Micro,37.98,151.94,14.44,204,4
1699624060,43202.8993055556,Male,April,Thu,0.899305555555556,30,78,Office to/from Home,35,Micro,88.29,388.16,35.3,511.75,5
1513445280,43145.2944444444,Male,February,Wed,0.294444444444444,12,0,Customer/Partner Visit,0,Prime Rentals,105.8,423.2,40.2,569.2,5
1914913283,43255.9361111111,Male,June,Mon,0.936111111111111,10,38,Office to/from Home,0,Micro,78.81,315.24,29.95,424,5
1859570968,43241.8034722222,Male,May,Mon,0.803472222222222,4,30,Customer/Partner Visit,0,Prime,38.89,155.55,14.78,209,5
1522326734,43147.9020833333,Male,February,Fri,0.902083333333333,5,48,Office to/from Home,0,Mini,35.6,142.4,13.53,191.53,5
1801984258,43228.0243055556,Female,May,Tue,0.0243055555555556,0,1,Office to/from Home,0,Mini,15,60,5.7,81,3
1539294780,43153.0013888889,Female,February,Thu,0.00138888888888889,34,52,Office to/from Home,60,Micro,89.64,418.56,37.06,545.26,3
1669863179,43193.9659722222,Female,April,Tue,0.965972222222222,20,45,Late Night Ride,0,Micro,48.66,194.65,18.49,261.8,3
1510370079,43143.9069444445,Female,February,Mon,0.906944444444444,2,4,Office to/from Home,0,Mini,17.53,70.14,6.67,94.34,3
1490556814,43137.9097222222,Female,February,Tue,0.909722222222222,8,51,Office to/from Home,0,Micro,34.89,139.54,13.26,188,3
1536054278,43151.9104166667,Female,February,Tue,0.910416666666667,8,40,Office to/from Home,0,Mini,35.5,141.98,13.49,190.97,5
1890251762,43250.0201388889,Female,May,Wed,0.0201388888888889,14,34,Office to/from Home,0,Micro,36.64,146.56,13.93,197,5
1509260998,43143.7048611111,Male,February,Mon,0.704861111111111,5,32,Customer/Partner Visit,0,Micro,26.08,104.32,9.91,140.31,2
1886738921,43248.925,Female,May,Mon,0.925,6,41,Office to/from Home,0,Mini,31.48,125.92,11.97,169,5
1699830874,43202.9743055556,Female,April,Thu,0.974305555555556,20,57,Office to/from Home,35,Micro,52.04,243.18,21.53,316.75,1
2011011949,43280.7305555556,Male,June,Fri,0.730555555555556,17,73,Office to/from Home,0,Prime,70.09,280.36,26.64,377,4
2002260271,43277.9097222222,Male,June,Tue,0.909722222222222,7,54,Office to/from Home,0,Micro,39.96,159.85,15.18,215,4
1837552671,43235.9076388889,Female,May,Tue,0.907638888888889,30,76,Office to/from Home,35,Micro,93.12,407.49,37.13,538,4
1455143993,43126.0534722222,Male,January,Fri,0.0534722222222222,33,45,Office to/from Home,60,Mini,98.21,452.82,40.32,591,4
2005523803,43278.9118055556,Male,June,Wed,0.911805555555556,14,51,Late Night Ride,0,Mini,58.74,234.94,22.32,316,4
OSN_1028304563,43260.2208333333,Female,June,Sat,0.220833333333333,2,17.42,Late Night Ride,0,Play,12.01,48.03,4.56,65,1
1510641847,43144.0840277778,Male,February,Tue,0.0840277777777778,12,28,Office to/from Home,0,Prime,47.84,191.36,18.18,257.38,5
1866959147,43243.8861111111,Male,May,Wed,0.886111111111111,7,44,Office to/from Home,0,Micro,31.97,127.88,12.14,172,4
1731144489,43211.0222222222,Male,April,Sat,0.0222222222222222,10,34,Office to/from Home,0,Micro,47.58,190.34,18.08,256,4
1451556656,43124.9263888889,Female,January,Wed,0.926388888888889,4,6,Office to/from Home,0,Prime,23.64,94.56,8.99,127,5
1863699303,43242.9340277778,Male,May,Tue,0.934027777777778,27,55,Office to/from Home,0,Micro,68.7,274.8,26.11,370,5
1922277987,43257.9833333333,Female,June,Wed,0.983333333333333,2,4,Late Night Ride,0,Micro,14.13,56.5,5.37,76,4
1583777079,43166.9083333333,Female,March,Wed,0.908333333333333,12,30,Office to/from Home,0,Micro,32.8,131.2,12.46,176.46,4
1743488342,43213.9423611111,Female,April,Mon,0.942361111111111,8,37,Office to/from Home,0,Prime,41.21,164.85,15.66,222,4
OSN_1023138533,43255.9958333333,Female,June,Mon,0.995833333333333,6,27.17,NA,0,Mini,20.52,82.08,7.79,110,5
OSN_913822055,43179.8791666667,Male,March,Tue,0.879166666666667,4,37.33,Office to/from Home,0,Mini,7.25,29,2.75,39,4
1583845728,43166.9340277778,Male,March,Wed,0.934027777777778,17,41,Airport/Station Ride,0,Micro,42.69,170.74,16.22,229.65,5
OSN_843424005,43129.9263888889,Female,January,Mon,0.926388888888889,2,14.15,Late Night Ride,0,Sedan,8.36,33.46,3.18,45,3
1466511669,43129.8986111111,Female,January,Mon,0.898611111111111,29,57,Office to/from Home,0,Micro,76.58,306.32,29.1,412,4
1454752278,43125.8986111111,Female,January,Thu,0.898611111111111,7,47,Office to/from Home,0,Prime,62.38,249.54,23.71,336,5
1653772005,43188.9708333333,Male,March,Thu,0.970833333333333,20,47,Office to/from Home,0,Micro,54.28,217.1,20.63,292.01,3
1472057660,43132.1881944445,Male,February,Thu,0.188194444444444,4,4,Office to/from Home,0,Micro,15.25,60.98,5.8,82,2
1510445295,43143.9291666667,Male,February,Mon,0.929166666666667,7,33,Office to/from Home,0,Mini,33.09,132.35,12.58,178.02,5
1897566992,43251.9395833333,Female,May,Thu,0.939583333333333,15,46,Office to/from Home,35,Micro,58.02,267.06,23.79,349,1
1781170326,43222.9277777778,Male,May,Wed,0.927777777777778,11,39,Office to/from Home,0,Prime,47.33,189.3,17.99,255,3
1801818616,43227.9319444444,Female,May,Mon,0.931944444444445,8,34,Office to/from Home,0,Mini,35.2,140.81,13.38,189,4
1755361192,43216.89375,Female,April,Thu,0.89375,20,56,Late Night Ride,0,Mini,104.39,417.54,39.67,562,5
1747257364,43214.9451388889,Male,April,Tue,0.945138888888889,12,43,Office to/from Home,0,Mini,97.58,390.34,37.08,525,4
1952360037,43266.125,Female,June,Fri,0.125,18,34,Office to/from Home,0,Mini,46.36,185.44,17.61,249,4
1532968569,43150.9131944444,Female,February,Mon,0.913194444444444,7,52,Office to/from Home,0,Mini,37.6,150.4,14.29,202.29,2
1747134832,43214.9131944444,Female,April,Tue,0.913194444444444,13,55,Office to/from Home,0,Mini,67.1,268.4,25.5,361,3
1605781212,43173.9784722222,Male,March,Wed,0.978472222222222,17,38,Late Night Ride,0,Mini,52.56,210.22,19.97,282.75,3
1432530343,43118.9055555556,Female,January,Thu,0.905555555555556,4,23,Office to/from Home,0,Mini,26.75,107.02,10.18,144,3
1542212232,43153.9597222222,Female,February,Thu,0.959722222222222,5,6,Office to/from Home,0,Mini,23.8,95.2,9.04,128.04,2
1982911504,43272.9506944444,Female,June,Thu,0.950694444444444,20,59,Office to/from Home,35,Mini,97.95,426.82,38.97,564,5
1466545543,43129.9055555556,Female,January,Mon,0.905555555555556,27,81,Office to/from Home,35,Micro,77.06,343.24,31.03,451,5
1699805595,43202.9576388889,Female,April,Thu,0.957638888888889,35,84,Office to/from Home,0,Micro,100.93,403.74,38.34,543.01,4
1893819587,43250.9145833333,Female,May,Wed,0.914583333333333,8,27,Office to/from Home,0,Mini,31.4,125.6,11.94,169,4
1860513360,43241.925,Male,May,Mon,0.925,4,7,Office to/from Home,0,Mini,22.68,90.7,8.62,122,5
1879289725,43247.0756944444,Female,May,Sun,0.0756944444444444,30,46,Office to/from Home,70,Micro,76.92,377.68,32.73,487,5
1609278006,43174.9388888889,Female,March,Thu,0.938888888888889,3,13,Office to/from Home,0,Mini,21.88,87.52,8.32,117.72,3
OSN_835796793,43123.9652777778,Male,January,Tue,0.965277777777778,2,12.52,Office to/from Home,0,Mini,9.11,36.43,3.46,49,3
1412098081,43111.9472222222,Male,January,Thu,0.947222222222222,11,35,Late Night Ride,0,Micro,33.22,132.88,12.62,179,1
1689858522,43199.9395833333,Male,April,Mon,0.939583333333333,9,42,Office to/from Home,0,Mini,38.85,155.39,14.76,209,4
1925783185,43259.05625,Female,June,Fri,0.05625,10,27,Late Night Ride,0,Micro,30.67,122.68,11.65,165,3
1436145997,43120.1527777778,Female,January,Sat,0.152777777777778,31,53,Office to/from Home,60,Micro,70.77,343.08,29.89,444,4
1631874445,43181.9159722222,Male,March,Thu,0.915972222222222,2,4,Late Night Ride,0,Micro,17.61,70.45,6.69,94.75,1
1689952922,43199.9895833333,Male,April,Mon,0.989583333333333,13,38,Office to/from Home,0,Mini,43.12,172.49,16.38,231.99,3
1845074006,43237.9465277778,Male,May,Thu,0.946527777777778,13,40,Late Night Ride,0,Micro,51.86,207.43,19.7,279,3
1583731882,43166.8951388889,Female,March,Wed,0.895138888888889,2,5,Office to/from Home,0,Prime,19.92,79.67,7.57,107,5
1918303757,43256.9020833333,Male,June,Tue,0.902083333333333,30,63,Office to/from Home,70,Mini,128.63,584.53,52.38,766,5
1647019469,43186.9229166667,Female,March,Tue,0.922916666666667,31,67,Office to/from Home,0,Mini,106.8,427.2,40.58,574.58,2
1703560334,43203.9395833333,Male,April,Fri,0.939583333333333,5,33,Office to/from Home,0,Micro,25.54,102.16,9.71,137.41,5
1562207529,43159.9916666667,Male,February,Wed,0.991666666666667,11,33,Late Night Ride,0,Micro,35,140,13.3,188.3,5
1395223377,43105.9805555556,Female,January,Fri,0.980555555555556,30,62,Office to/from Home,60,Micro,79.76,379.04,33.31,492,3
1889990764,43249.8958333333,Female,May,Tue,0.895833333333333,20,48,Late Night Ride,0,Micro,48.96,195.84,18.62,263,4
1556139694,43158.0243055556,Female,February,Tue,0.0243055555555556,13,32,Office to/from Home,0,Mini,42.8,171.2,16.26,230.26,5
1583868240,43166.9493055556,Male,March,Wed,0.949305555555556,21,42,Office to/from Home,0,Micro,49.68,198.72,18.88,267.28,5
1922321364,43258.0215277778,Female,June,Thu,0.0215277777777778,13,30,Office to/from Home,0,Mini,39.96,159.85,15.18,215,3
1746767103,43214.8361111111,Female,April,Tue,0.836111111111111,10,57,Airport/Station Ride,0,Micro,43.87,275.46,21.67,341,5
1781254011,43222.9534722222,Male,May,Wed,0.953472222222222,18,43,Late Night Ride,0,Micro,50.23,200.92,19.09,270,1
1747047332,43214.8861111111,Male,April,Tue,0.886111111111111,5,41,Office to/from Home,0,Micro,0,108.14,8.77,117,3
2012439696,43280.9222222222,Female,June,Fri,0.922222222222222,17,65,Late Night Ride,0,Micro,70.45,281.78,26.77,379,3
1583700209,43166.8895833333,Male,March,Wed,0.889583333333333,3,6,Office to/from Home,0,Micro,15.29,61.17,5.81,82.27,3
1409116878,43110.9784722222,Female,January,Wed,0.978472222222222,10,45,Office to/from Home,0,Micro,35.38,141.52,13.45,190,5
1830827104,43234.4826388889,Female,May,Mon,0.482638888888889,28,71,Customer/Partner Visit,70,Mini,86.76,417.04,36.47,540,1
1493681471,43138.9201388889,Male,February,Wed,0.920138888888889,20,58,Office to/from Home,0,Micro,51.04,204.16,19.4,275,5
2008664578,43279.8965277778,Male,June,Thu,0.896527777777778,11,44,NA,0,Micro,36.16,144.64,13.74,195,5
1693069669,43201.0076388889,Female,April,Wed,0.00763888888888889,2,7,Office to/from Home,0,Mini,18.28,73.12,6.96,98.36,4
1467112596,43130.3631944444,Male,January,Tue,0.363194444444444,23,80,Market/Site Visit,0,Micro,85.75,343,32.6,461,5
1897571453,43251.9541666667,Male,May,Thu,0.954166666666667,17,48,Office to/from Home,0,Micro,67.66,270.63,25.71,364,4
1875577968,43246.1993055556,Male,May,Sat,0.199305555555556,10,28,Office to/from Home,0,Mini,35.69,142.75,13.56,192,1
1513271274,43145.0236111111,Female,February,Wed,0.0236111111111111,4,5,Office to/from Home,0,Micro,15.94,63.76,6.06,85.76,5
1496705890,43139.9458333333,Male,February,Thu,0.945833333333333,15,54,Office to/from Home,0,Micro,43.6,174.4,16.57,235,5
1429535960,43117.9319444444,Male,January,Wed,0.931944444444445,11,62,Office to/from Home,0,Mini,44.06,176.26,16.74,237,5
1532918006,43150.8861111111,Female,February,Mon,0.886111111111111,3,9,Office to/from Home,0,Mini,21.8,87.2,8.28,117.28,5
1755546514,43216.9368055556,Female,April,Thu,0.936805555555556,15,59,Office to/from Home,0,Micro,83,332,31.54,447,4
2005419971,43278.8909722222,Female,June,Wed,0.890972222222222,14,63,Office to/from Home,35,Mini,74.91,334.63,30.21,440,2
1956095526,43266.8895833333,Female,June,Fri,0.889583333333333,19,53,Office to/from Home,0,Mini,105.76,423.05,40.19,569,2
1510328868,43143.8909722222,Female,February,Mon,0.890972222222222,3,9,Office to/from Home,0,Micro,25.17,100.68,9.56,135.41,5
1978925372,43271.9819444444,Male,June,Wed,0.981944444444444,5,5,Office to/from Home,0,Prime,26.03,104.12,9.9,140,4
1562082312,43159.9298611111,Female,February,Wed,0.929861111111111,13,49,Office to/from Home,0,Micro,40.2,160.8,15.28,216.28,5
1669921896,43194.0138888889,Female,April,Wed,0.0138888888888889,1,2,Office to/from Home,0,Mini,16.54,66.17,6.29,89,3
1890130811,43249.9361111111,Male,May,Tue,0.936111111111111,5,6,Office to/from Home,0,Micro,21.22,84.86,8.06,114,3
1694800656,43201.6305555556,Male,April,Wed,0.630555555555556,12,47,Market/Site Visit,0,Mini,75.28,301.11,28.61,405,4
1631964795,43181.9541666667,Female,March,Thu,0.954166666666667,5,6,Late Night Ride,0,Prime,24.35,97.4,9.25,131,5
1429801336,43118.2423611111,Male,January,Thu,0.242361111111111,5,4,Office to/from Home,0,Mini,20.68,82.72,7.86,111,2
1423792104,43115.9875,Female,January,Mon,0.9875,11,30,Office to/from Home,0,Micro,31.6,126.4,12.01,170,4
1925630265,43258.9326388889,Female,June,Thu,0.932638888888889,2,3,Office to/from Home,0,Mini,17.84,71.38,6.78,96,4
1747067059,43214.8930555556,Male,April,Tue,0.893055555555556,2,5,Office to/from Home,0,Mini,21.38,85.5,8.13,115,5
1583853444,43166.9423611111,Female,March,Wed,0.942361111111111,2,13,Late Night Ride,0,Mini,21.25,85.01,8.08,114.34,4
1493783303,43138.9527777778,Female,February,Wed,0.952777777777778,3,5,Office to/from Home,0,Mini,20.36,81.44,7.73,110,5
1510569354,43144.0020833333,Male,February,Tue,0.00208333333333333,1,2,Office to/from Home,0,Mini,16.81,67.24,6.39,90.44,2
1487949162,43137.0423611111,Female,February,Tue,0.0423611111111111,20,39,Office to/from Home,0,Micro,49.42,197.68,18.78,266,2
1605802219,43173.9993055556,Female,March,Wed,0.999305555555556,2,3,Office to/from Home,0,Micro,16.32,65.28,6.2,87.8,4
1841452004,43236.9875,Male,May,Wed,0.9875,12,32,Office to/from Home,0,Mini,39.96,159.85,15.18,215,5
1643978117,43185.8972222222,Male,March,Mon,0.897222222222222,16,48,Office to/from Home,0,Micro,64.12,256.5,24.37,344.99,3
1605736974,43173.95,Female,March,Wed,0.95,10,33,Late Night Ride,0,Micro,38.1,152.42,14.48,205,3
1801672865,43227.8951388889,Male,May,Mon,0.895138888888889,10,56,Office to/from Home,0,Mini,42.57,170.26,16.17,229,5
1599846690,43171.9138888889,Male,March,Mon,0.913888888888889,5,45,Late Night Ride,0,Mini,32.53,130.11,12.37,175.01,4
1922280824,43257.9916666667,Male,June,Wed,0.991666666666667,5,5,Office to/from Home,0,Micro,17.38,69.52,6.61,94,2
1429657126,43118.0069444444,Female,January,Thu,0.00694444444444444,21,47,Office to/from Home,0,Mini,61.08,244.31,23.21,329,4
1676426440,43196.3826388889,Male,April,Fri,0.382638888888889,15,74,Customer/Partner Visit,0,Mini,77.59,310.34,29.48,417.41,3
OSN_867081497,43146.01875,Male,February,Thu,0.01875,2,8.73,Late Night Ride,0,Sedan,12.52,50.08,4.75,67,4
1578092301,43165.0263888889,Female,March,Tue,0.0263888888888889,1,2,Office to/from Home,0,Mini,15.8,63.2,6,85,3
1426508218,43116.9013888889,Female,January,Tue,0.901388888888889,9,37,Office to/from Home,0,Prime,42.83,171.32,16.28,230,4
1743461198,43213.94375,Female,April,Mon,0.94375,4,29,Office to/from Home,0,Mini,29.52,118.08,11.21,159,5
1809036783,43229.8902777778,Female,May,Wed,0.890277777777778,7,56,Late Night Ride,0,Prime,55.46,221.83,21.07,298,5
1902172112,43253.00625,Female,June,Sat,0.00625,5,6,Office to/from Home,0,Micro,18.22,72.86,6.92,98,4
1718181407,43208.4111111111,Male,April,Wed,0.411111111111111,20,74,Customer/Partner Visit,0,Mini,92.56,370.22,35.17,497.95,5
1409218880,43111.1083333333,Male,January,Thu,0.108333333333333,9,19,Late Night Ride,0,Micro,25.18,100.7,9.58,135,4
1948454983,43264.9083333333,Male,June,Wed,0.908333333333333,6,41,Late Night Ride,0,Mini,47.4,189.59,18.01,255,4
1785515527,43224.0451388889,Male,May,Fri,0.0451388888888889,19,32,Airport/Station Ride,0,Prime Play,135.26,438.94,46.28,620,2
1692867970,43200.90625,Female,April,Tue,0.90625,10,35,Office to/from Home,0,Prime,45.28,181.14,17.21,243.63,3
1890063196,43249.9159722222,Male,May,Tue,0.915972222222222,3,9,Office to/from Home,0,Prime,24.35,97.4,9.25,131,5
1710083992,43205.9868055556,Male,April,Sun,0.986805555555556,5,31,Office to/from Home,0,Micro,47.29,189.14,17.97,254.4,4
1669843763,43193.9506944444,Male,April,Tue,0.950694444444444,3,4,Office to/from Home,0,Mini,19.92,79.68,7.57,107.17,4
1849108178,43238.9763888889,Female,May,Fri,0.976388888888889,25,49,Office to/from Home,0,Micro,102.51,410.05,38.95,552,1
1870765152,43245.1736111111,Male,May,Fri,0.173611111111111,8,25,Office to/from Home,0,Mini,32.28,129.12,12.27,174,1
1477391475,43133.8840277778,Female,February,Fri,0.884027777777778,3,7,Office to/from Home,0,Mini,20.44,81.76,7.77,110,5
OSN_956562351,43209.9048611111,Male,April,Thu,0.904861111111111,4,45.67,Office to/from Home,0,Mini,9.84,39.36,3.74,53,5
1403369679,43108.8402777778,Female,January,Mon,0.840277777777778,17,52,Airport/Station Ride,0,Prime Play,64.62,258.48,24.55,348,5
1475288259,43133.4229166667,Male,February,Fri,0.422916666666667,10,33,Customer/Partner Visit,0,Mini,45.19,180.74,17.18,243,4
1436103557,43120.0770833333,Male,January,Sat,0.0770833333333333,3,4,Late Night Ride,0,Micro,16.5,66.01,6.27,89,3
1723895162,43209.7152777778,Male,April,Thu,0.715277777777778,29,138,Customer/Partner Visit,70,Prime,150.66,552.64,54.76,758,3
2002289932,43277.89375,Male,June,Tue,0.89375,10,51,NA,0,Mini,64.6,258.39,24.54,348,5
1699870783,43202.9944444444,Female,April,Thu,0.994444444444445,2,3,Office to/from Home,0,Micro,13.38,53.53,5.09,72,4
1545699590,43155.0263888889,Female,February,Sat,0.0263888888888889,19,38,Office to/from Home,0,Micro,46.8,187.2,17.78,251.78,4
1493882469,43139.0173611111,Female,February,Thu,0.0173611111111111,15,40,Office to/from Home,0,Micro,32.31,129.23,12.28,174,4
1653856203,43189.0291666667,Male,March,Fri,0.0291666666666667,6,6,Late Night Ride,0,Micro,19.12,76.48,7.26,102.86,5
1583829236,43166.9319444444,Male,March,Wed,0.931944444444445,8,38,Office to/from Home,0,Micro,31,124,11.78,166.78,3
1542200904,43153.9527777778,Female,February,Thu,0.952777777777778,3,4,Office to/from Home,0,Mini,19.18,76.7,7.29,103.17,4
1545712706,43155.0270833333,Female,February,Sat,0.0270833333333333,4,5,Office to/from Home,0,Mini,23.14,92.57,8.8,124.51,4
1675779114,43195.9076388889,Male,April,Thu,0.907638888888889,14,57,Office to/from Home,0,Micro,66.98,267.94,25.46,360.38,5
1656354751,43189.8277777778,Male,March,Fri,0.827777777777778,8,52,Office Event,0,Prime,40.15,160.59,15.26,216,4
1721709221,43209.0527777778,Female,April,Thu,0.0527777777777778,6,6,Late Night Ride,0,Micro,19.52,78.07,7.41,105,4
OSN_807422209,43103.9201388889,Male,January,Wed,0.920138888888889,8,24.73,Office to/from Home,0,Sedan,13.94,55.76,5.3,75,2
1666857186,43192.8979166667,Female,April,Mon,0.897916666666667,7,37,Late Night Ride,0,Micro,36.08,144.33,13.71,194.12,3
1496911590,43140.1555555556,Male,February,Fri,0.155555555555556,5,4,Office to/from Home,0,Mini,22.6,90.42,8.59,122,4
1561931042,43159.8902777778,Male,February,Wed,0.890277777777778,7,38,Late Night Ride,0,Mini,32.96,131.84,12.54,177.34,4
1647189833,43187.0513888889,Female,March,Wed,0.0513888888888889,20,38,Office to/from Home,0,Micro,45.35,181.42,17.23,244,2
1583955754,43166.9979166667,Female,March,Wed,0.997916666666667,1,2,Office to/from Home,0,Mini,15.4,61.6,5.85,82.85,4
2005433515,43278.8888888889,Female,June,Wed,0.888888888888889,3,7,Office to/from Home,0,Mini,27.7,110.78,10.53,149,2
1409003153,43110.9305555556,Female,January,Wed,0.930555555555556,26,77,Office to/from Home,0,Micro,75.02,300.08,28.5,404,4
1914956647,43255.9555555556,Male,June,Mon,0.955555555555556,30,69,Office to/from Home,0,Mini,162.08,648.33,61.59,872,5
1423571441,43115.9055555556,Female,January,Mon,0.905555555555556,12,52,Office to/from Home,0,Mini,43.82,175.28,16.65,236,4
1982630848,43272.8944444444,Male,June,Thu,0.894444444444445,4,33,Office to/from Home,0,Mini,45.17,180.69,17.18,243,1
1987191282,43274.0041666667,Female,June,Sat,0.00416666666666667,3,5,Office to/from Home,0,Micro,28.62,114.5,10.88,154,5
1894056997,43250.9881944444,Male,May,Wed,0.988194444444445,2,16,Office to/from Home,0,Mini,20.24,80.96,7.68,109,4
2008597555,43279.8840277778,Male,June,Thu,0.884027777777778,22,73,NA,0,Prime,147.04,588.17,55.88,791,5
1412056947,43111.9284722222,Male,January,Thu,0.928472222222222,21,63,Late Night Ride,0,Micro,55.98,223.92,21.28,301,1
OSN_954682059,43208.9652777778,Male,April,Wed,0.965277777777778,34,109.4,Late Night Ride,0,Mini,100.09,400.36,38.04,538,4
1952360912,43266.1319444444,Male,June,Fri,0.131944444444444,14,32,Late Night Ride,0,Mini,41.26,165.06,15.68,222,4
1395043015,43105.9104166667,Female,January,Fri,0.910416666666667,8,52,Office to/from Hotel,0,Mini,38.6,154.38,14.67,208,5
OSN_858123787,43139.8833333333,Male,February,Thu,0.883333333333333,4,29.23,Office to/from Home,0,Mini,7.43,29.74,2.83,40,4
1978807475,43271.9326388889,Male,June,Wed,0.932638888888889,22,52,Office to/from Home,0,Micro,114.74,458.98,43.6,617,4
1875273272,43245.9458333333,Female,May,Fri,0.945833333333333,16,42,Office to/from Hotel,35,Micro,119.83,514.31,47.28,681,4
1863778550,43242.975,Female,May,Tue,0.975,3,4,Office to/from Home,0,Mini,19.52,78.06,7.41,105,5
1609165182,43174.9027777778,Female,March,Thu,0.902777777777778,31,104,Office to/from Home,35,Mini,102,443,40.51,585.51,3
